Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
01.01.2025 10:00;01.01.2025 11:00;3.822,00;1.431,50;2.116,25;36.147,00;7.913,00;126,75;-;3.273,25;1.844,25;3.988,00;26,50;1.791,50
01.01.2025 11:00;01.01.2025 12:00;3.830,00;1.437,25;1.851,00;35.918,25;11.146,75;124,75;-;3.265,50;1.849,75;3.969,50;54,25;1.829,00
01.01.2025 12:00;01.01.2025 13:00;3.772,50;1.487,50;2.145,00;36.641,25;12.110,50;119,25;-;3.283,50;1.848,75;3.646,25;53,75;1.826,25
01.01.2025 13:00;01.01.2025 14:00;3.755,25;1.489,25;2.689,75;37.617,00;10.659,25;115,25;-;3.242,00;1.849,50;3.623,00;140,25;1.814,75
01.01.2025 14:00;01.01.2025 15:00;3.762,00;1.438,50;3.463,50;38.592,00;7.043,00;124,50;-;3.291,50;1.836,00;3.614,00;88,00;1.772,75
01.01.2025 15:00;01.01.2025 16:00;3.806,25;1.425,75;4.613,00;41.261,75;2.772,75;125,75;-;3.348,50;1.833,75;3.590,50;97,00;1.796,50
01.01.2025 16:00;01.01.2025 17:00;3.971,00;1.461,00;4.720,50;41.900,00;192,75;128,00;-;3.395,75;1.934,25;3.642,50;432,25;1.860,25
01.01.2025 17:00;01.01.2025 18:00;4.099,25;1.434,00;4.809,75;43.761,75;19,25;128,00;-;3.337,25;2.326,50;3.691,25;393,25;1.849,75
01.01.2025 18:00;01.01.2025 19:00;4.131,50;1.359,75;3.803,25;44.199,75;14,50;128,00;-;3.289,25;2.667,75;3.698,50;516,00;1.810,50
01.01.2025 19:00;01.01.2025 20:00;4.113,50;1.428,50;3.496,75;43.338,50;12,25;128,00;-;3.308,75;2.778,25;3.732,00;448,75;1.801,75
01.01.2025 20:00;01.01.2025 21:00;4.036,25;1.350,00;3.979,25;42.674,50;12,50;127,00;-;3.209,50;2.897,75;3.586,00;404,25;1.787,25
01.01.2025 21:00;01.01.2025 22:00;3.975,50;1.355,50;3.979,50;41.421,25;11,25;127,75;-;3.195,25;3.005,00;3.563,50;556,25;1.798,50
01.01.2025 22:00;01.01.2025 23:00;3.930,00;1.351,50;3.853,50;39.663,25;10,00;128,25;-;3.192,00;3.089,75;3.531,00;560,75;1.770,00
01.01.2025 23:00;02.01.2025 00:00;3.832,75;1.347,75;4.115,00;39.612,25;9,75;128,75;-;3.186,25;3.115,00;3.526,75;487,50;1.791,25
02.01.2025 00:00;02.01.2025 01:00;3.726,50;1.400,25;4.033,00;37.737,50;8,50;129,25;-;3.441,00;3.228,25;3.563,50;693,00;1.794,25
02.01.2025 01:00;02.01.2025 02:00;3.723,50;1.349,50;4.753,75;36.230,75;6,50;129,75;-;3.844,00;2.909,75;3.346,50;451,00;1.756,75
02.01.2025 02:00;02.01.2025 03:00;3.727,25;1.349,50;5.264,75;34.086,00;6,00;129,00;-;3.941,25;2.460,50;3.390,75;411,25;1.772,00
02.01.2025 03:00;02.01.2025 04:00;3.731,75;1.357,75;5.593,75;32.543,75;6,50;127,75;-;3.999,50;2.299,75;3.488,75;423,25;1.764,00
02.01.2025 04:00;02.01.2025 05:00;3.762,75;1.409,00;4.933,75;30.886,25;6,00;126,25;-;4.464,75;2.505,75;4.083,50;148,00;1.769,50
02.01.2025 05:00;02.01.2025 06:00;3.818,00;1.383,25;4.567,50;29.820,00;6,00;124,75;-;4.668,75;2.840,25;5.120,25;178,75;1.788,50
02.01.2025 06:00;02.01.2025 07:00;3.901,00;1.387,25;5.589,25;28.246,00;6,25;125,00;-;6.380,25;3.102,25;6.210,00;203,50;1.790,25
02.01.2025 07:00;02.01.2025 08:00;4.078,25;1.400,75;5.867,00;25.102,25;8,25;124,00;-;7.933,75;3.788,00;7.606,00;305,00;1.857,25
02.01.2025 08:00;02.01.2025 09:00;4.267,75;1.410,25;5.753,25;22.035,50;191,50;121,00;-;8.889,00;4.685,75;8.599,75;1.036,50;1.869,75
02.01.2025 09:00;02.01.2025 10:00;4.317,50;1.374,75;5.976,25;18.455,50;1.609,00;120,00;-;9.359,50;4.939,50;9.233,50;934,50;1.802,00
02.01.2025 10:00;02.01.2025 11:00;4.267,50;1.407,00;5.100,75;15.182,00;4.077,75;122,00;-;9.508,50;5.127,25;10.122,25;1.126,75;1.780,50
02.01.2025 11:00;02.01.2025 12:00;4.177,25;1.357,75;5.169,50;12.916,00;6.173,00;124,75;-;9.501,75;5.194,25;10.174,75;475,75;1.779,75
02.01.2025 12:00;02.01.2025 13:00;4.061,00;1.378,50;5.390,25;11.792,50;6.704,75;124,00;-;9.447,75;5.216,00;10.159,00;220,50;1.756,75
02.01.2025 13:00;02.01.2025 14:00;4.032,25;1.434,50;5.468,25;11.863,75;5.859,25;125,75;-;9.597,50;4.907,75;10.060,00;178,50;1.760,50
02.01.2025 14:00;02.01.2025 15:00;4.111,50;1.541,25;5.120,50;11.327,50;3.569,25;126,50;-;9.493,75;4.872,00;10.082,75;866,25;1.707,75
02.01.2025 15:00;02.01.2025 16:00;4.250,25;1.579,50;5.181,25;11.582,00;1.084,25;125,25;-;9.579,25;4.878,50;10.234,00;3.801,50;1.678,00
02.01.2025 16:00;02.01.2025 17:00;4.395,25;1.648,50;5.315,50;12.834,50;53,00;126,25;-;9.626,50;4.771,75;10.444,75;3.187,25;1.707,25
02.01.2025 17:00;02.01.2025 18:00;4.500,25;1.723,00;6.058,75;14.678,00;22,50;127,00;-;9.548,25;4.774,25;10.464,75;5.922,25;1.674,50
02.01.2025 18:00;02.01.2025 19:00;4.522,25;1.769,50;5.556,50;15.957,75;25,75;128,00;-;9.594,50;4.858,75;10.894,00;5.837,25;1.704,75
02.01.2025 19:00;02.01.2025 20:00;4.450,25;1.671,50;5.842,75;17.922,50;17,50;127,00;-;9.644,50;4.791,75;11.081,00;4.846,50;1.747,25
02.01.2025 20:00;02.01.2025 21:00;4.328,25;1.447,00;5.894,50;18.922,00;8,00;126,75;-;9.671,75;4.632,25;10.892,25;2.550,25;1.782,25
02.01.2025 21:00;02.01.2025 22:00;4.152,75;1.180,25;5.907,00;18.811,75;6,00;127,75;-;9.645,75;4.489,25;9.812,75;573,25;1.783,00
02.01.2025 22:00;02.01.2025 23:00;4.042,00;1.345,00;6.626,75;18.384,25;7,75;128,50;-;9.222,50;4.777,75;9.462,00;436,25;1.803,50
02.01.2025 23:00;03.01.2025 00:00;3.924,50;1.446,25;6.322,50;18.797,50;7,50;129,75;-;8.532,50;4.502,75;8.611,75;118,25;1.767,75
03.01.2025 00:00;03.01.2025 01:00;3.824,50;1.392,25;5.972,50;19.065,50;6,75;129,75;-;8.126,00;3.851,00;8.475,50;85,25;1.784,50
03.01.2025 01:00;03.01.2025 02:00;3.806,00;1.354,25;5.959,50;19.264,50;7,50;128,75;-;8.088,00;3.556,00;8.131,00;98,50;1.751,00
03.01.2025 02:00;03.01.2025 03:00;3.784,00;1.361,75;6.201,75;20.140,00;6,50;129,25;-;8.082,25;3.820,25;8.443,50;0,75;1.723,00
03.01.2025 03:00;03.01.2025 04:00;3.738,25;1.370,75;5.839,25;20.813,75;8,25;130,00;-;7.966,00;3.871,00;8.616,00;28,50;1.706,50
03.01.2025 04:00;03.01.2025 05:00;3.751,25;1.366,00;5.211,75;23.143,50;8,75;128,25;-;7.770,50;3.954,50;8.815,75;0,00;1.734,50
03.01.2025 05:00;03.01.2025 06:00;3.803,25;1.396,25;4.292,75;25.405,75;9,25;128,50;-;7.781,50;3.973,00;9.183,25;10,00;1.727,50
03.01.2025 06:00;03.01.2025 07:00;3.933,00;1.419,75;2.881,75;29.083,25;14,25;127,25;-;7.864,00;3.930,75;9.825,50;44,25;1.718,00
03.01.2025 07:00;03.01.2025 08:00;4.093,00;1.509,25;1.656,50;31.334,50;18,75;126,25;-;7.761,75;3.977,00;9.331,25;21,50;1.711,00
03.01.2025 08:00;03.01.2025 09:00;4.199,75;1.503,00;1.603,75;33.359,00;175,25;128,00;-;7.507,00;4.429,50;9.679,75;358,50;1.710,75
03.01.2025 09:00;03.01.2025 10:00;4.184,00;1.498,25;1.980,50;33.738,75;1.603,25;128,50;-;7.417,50;4.577,50;9.771,00;251,50;1.706,50
03.01.2025 10:00;03.01.2025 11:00;4.055,75;1.565,00;1.435,25;34.718,25;4.113,00;125,50;-;7.517,25;4.820,50;9.636,25;152,75;1.717,75
03.01.2025 11:00;03.01.2025 12:00;3.996,50;1.518,00;1.114,25;36.049,75;6.249,25;125,25;-;7.502,25;4.816,25;9.698,25;49,50;1.717,75
03.01.2025 12:00;03.01.2025 13:00;3.894,75;1.453,75;920,75;35.860,25;6.560,00;127,00;-;7.125,75;4.839,50;9.502,00;24,25;1.711,75
03.01.2025 13:00;03.01.2025 14:00;3.879,00;1.456,50;1.404,50;34.970,00;5.877,00;129,25;-;6.909,50;4.744,00;9.352,25;59,75;1.715,25
03.01.2025 14:00;03.01.2025 15:00;3.936,00;1.446,75;3.350,25;33.328,75;3.943,50;132,25;-;6.863,75;4.581,00;8.661,00;62,75;1.751,25
03.01.2025 15:00;03.01.2025 16:00;4.061,25;1.503,25;4.003,75;32.051,75;1.574,50;129,75;-;7.222,50;4.793,00;9.001,00;176,75;1.745,00
03.01.2025 16:00;03.01.2025 17:00;4.293,50;1.523,25;4.767,50;30.777,50;115,25;130,25;-;8.126,00;5.059,00;9.230,25;459,75;1.713,50
03.01.2025 17:00;03.01.2025 18:00;4.428,50;1.640,00;5.221,50;29.469,75;10,75;130,75;-;8.445,75;5.203,25;9.779,25;1.882,50;1.722,75
03.01.2025 18:00;03.01.2025 19:00;4.496,25;1.736,00;5.097,00;27.871,75;13,25;132,75;-;8.522,00;5.072,00;9.829,25;2.996,75;1.733,00
03.01.2025 19:00;03.01.2025 20:00;4.445,75;1.547,00;5.996,00;27.043,25;9,00;134,00;-;9.145,00;5.053,50;9.244,25;2.150,25;1.764,00
03.01.2025 20:00;03.01.2025 21:00;4.207,00;1.465,00;6.374,00;26.291,00;7,25;134,00;-;9.566,50;5.022,25;8.689,75;913,75;1.804,75
03.01.2025 21:00;03.01.2025 22:00;4.014,75;1.401,25;5.915,00;26.423,25;7,25;134,25;-;10.226,50;5.175,00;8.098,75;143,75;1.776,75
03.01.2025 22:00;03.01.2025 23:00;3.919,00;1.436,25;5.334,75;24.820,25;8,50;135,00;-;10.330,75;5.022,75;7.690,00;286,75;1.714,75
03.01.2025 23:00;04.01.2025 00:00;3.878,50;1.441,50;4.315,25;23.694,75;8,50;133,75;-;10.840,25;4.767,75;6.765,50;858,75;1.674,25
04.01.2025 00:00;04.01.2025 01:00;3.865,75;1.391,25;3.566,00;22.633,00;8,25;133,25;-;9.860,00;4.620,25;6.131,50;293,75;1.732,75
04.01.2025 01:00;04.01.2025 02:00;3.782,25;1.422,75;3.423,00;20.824,00;7,25;133,75;-;10.373,00;4.130,50;6.111,25;194,25;1.726,25
04.01.2025 02:00;04.01.2025 03:00;3.761,50;1.450,50;2.837,50;18.148,75;7,25;133,75;-;11.070,25;3.707,00;6.056,25;338,00;1.756,25
04.01.2025 03:00;04.01.2025 04:00;3.764,00;1.438,75;2.052,00;15.726,50;7,00;132,25;-;11.256,00;3.803,25;6.111,00;316,75;1.737,25
04.01.2025 04:00;04.01.2025 05:00;3.845,50;1.405,50;1.518,25;13.777,50;6,75;131,00;-;11.421,00;4.147,50;6.316,50;314,75;1.748,75
04.01.2025 05:00;04.01.2025 06:00;3.927,25;1.396,50;1.173,00;11.251,75;6,50;131,75;-;11.630,50;4.592,75;6.594,25;256,00;1.770,75
04.01.2025 06:00;04.01.2025 07:00;4.041,50;1.455,25;1.245,75;9.974,50;8,25;130,50;-;11.870,25;5.155,25;7.234,25;264,25;1.774,00
04.01.2025 07:00;04.01.2025 08:00;4.198,75;1.467,50;1.109,00;9.179,25;8,25;130,25;-;11.913,00;5.321,25;7.698,75;368,75;1.749,50
04.01.2025 08:00;04.01.2025 09:00;4.320,25;1.563,75;1.636,75;8.432,00;295,00;136,00;-;11.933,25;5.374,00;8.490,00;1.406,25;1.765,25
04.01.2025 09:00;04.01.2025 10:00;4.333,50;1.561,25;2.569,50;7.564,00;1.954,00;136,75;-;11.967,75;5.375,25;8.836,25;1.593,00;1.787,50
04.01.2025 10:00;04.01.2025 11:00;4.337,00;1.584,50;2.444,00;7.336,50;4.070,00;136,75;-;12.179,50;5.355,50;8.848,75;1.321,00;1.774,75
04.01.2025 11:00;04.01.2025 12:00;4.231,25;1.508,25;3.158,00;7.405,00;5.438,25;136,00;-;12.190,50;5.226,50;8.842,75;765,75;1.789,25
04.01.2025 12:00;04.01.2025 13:00;4.158,50;1.547,75;2.453,75;7.203,25;5.847,25;136,00;-;12.292,25;5.208,25;8.896,00;226,00;1.774,50
04.01.2025 13:00;04.01.2025 14:00;4.131,00;1.495,25;2.827,00;7.335,00;5.117,00;137,00;-;12.291,00;5.202,50;9.272,50;1.050,75;1.778,50
04.01.2025 14:00;04.01.2025 15:00;4.168,25;1.534,25;2.545,75;7.530,25;3.417,50;136,50;-;12.290,75;5.141,25;9.730,75;1.420,50;1.795,75
04.01.2025 15:00;04.01.2025 16:00;4.332,50;1.563,75;2.781,50;7.402,50;1.193,25;135,25;-;12.314,25;5.184,25;10.105,50;3.526,75;1.760,00
04.01.2025 16:00;04.01.2025 17:00;4.534,75;1.684,50;2.774,75;8.303,25;74,00;134,25;-;12.316,25;5.237,75;10.211,00;4.868,75;1.764,50
04.01.2025 17:00;04.01.2025 18:00;4.597,75;1.781,75;2.643,25;8.971,50;14,75;135,25;-;12.306,50;5.383,25;10.390,50;6.096,50;1.781,75
04.01.2025 18:00;04.01.2025 19:00;4.594,00;1.772,75;2.475,75;9.753,50;11,75;136,00;-;12.323,25;5.425,75;10.297,00;4.663,75;1.770,25
04.01.2025 19:00;04.01.2025 20:00;4.483,50;1.645,75;2.208,50;10.619,00;7,50;136,75;-;12.314,25;5.337,50;10.043,00;2.885,25;1.763,00
04.01.2025 20:00;04.01.2025 21:00;4.335,25;1.604,50;1.916,00;10.604,50;7,50;137,00;-;12.231,75;5.336,00;9.400,75;1.377,75;1.767,25
04.01.2025 21:00;04.01.2025 22:00;4.195,25;1.555,25;2.223,25;10.372,00;6,75;137,25;-;11.954,25;5.264,25;8.626,00;629,75;1.767,00
04.01.2025 22:00;04.01.2025 23:00;4.053,00;1.429,50;2.490,75;9.869,75;6,00;137,00;-;11.476,00;5.034,00;7.717,50;181,00;1.764,00
04.01.2025 23:00;05.01.2025 00:00;3.997,50;1.425,50;2.316,50;9.450,50;6,25;137,75;-;11.303,00;4.543,25;7.124,00;245,25;1.773,25
05.01.2025 00:00;05.01.2025 01:00;3.950,75;1.421,25;2.087,75;8.492,75;8,75;137,25;-;11.046,75;3.930,50;6.682,00;506,00;1.805,00
05.01.2025 01:00;05.01.2025 02:00;3.942,00;1.435,25;1.852,50;8.517,00;6,25;138,00;-;11.016,75;2.948,75;6.392,00;443,00;1.791,00
05.01.2025 02:00;05.01.2025 03:00;3.925,75;1.477,50;1.599,25;8.365,50;6,75;138,00;-;11.020,50;2.452,00;6.190,75;427,25;1.787,00
05.01.2025 03:00;05.01.2025 04:00;3.920,25;1.424,00;1.119,50;7.941,50;6,00;137,00;-;10.947,75;1.918,00;5.816,00;100,25;1.779,50
05.01.2025 04:00;05.01.2025 05:00;3.927,25;1.442,00;1.046,75;8.349,25;6,25;137,00;-;10.997,25;1.697,50;5.548,75;386,25;1.731,25
05.01.2025 05:00;05.01.2025 06:00;3.914,00;1.422,25;1.405,75;9.676,25;6,00;137,00;-;11.071,75;1.755,75;5.286,00;169,25;1.718,00
05.01.2025 06:00;05.01.2025 07:00;3.958,25;1.462,50;2.219,25;11.022,00;6,00;136,00;-;10.626,50;1.771,50;5.272,50;136,50;1.713,75
05.01.2025 07:00;05.01.2025 08:00;4.032,25;1.555,00;3.593,50;12.790,50;7,00;136,00;-;10.390,25;1.857,00;5.410,50;132,25;1.698,00
05.01.2025 08:00;05.01.2025 09:00;4.114,75;1.447,75;4.837,50;15.638,25;45,50;135,00;-;10.137,00;2.032,00;5.842,75;108,75;1.712,50
05.01.2025 09:00;05.01.2025 10:00;4.180,25;1.504,25;5.491,75;18.043,50;349,25;133,50;-;10.075,00;1.973,00;6.177,75;423,00;1.650,75
05.01.2025 10:00;05.01.2025 11:00;4.140,25;1.499,00;6.029,75;20.623,25;934,25;133,50;-;10.139,75;1.870,50;6.402,25;495,00;1.640,75
05.01.2025 11:00;05.01.2025 12:00;4.132,25;1.529,25;6.160,75;22.405,75;1.564,25;132,00;-;9.308,25;1.853,50;6.453,50;574,00;1.598,75
05.01.2025 12:00;05.01.2025 13:00;4.045,00;1.646,00;6.147,50;23.375,75;2.029,75;131,50;-;8.888,25;1.806,75;6.496,50;957,75;1.620,50
05.01.2025 13:00;05.01.2025 14:00;3.994,00;1.570,50;6.305,25;24.316,25;2.018,00;131,00;-;7.569,25;1.706,25;6.652,25;1.018,50;1.610,75
05.01.2025 14:00;05.01.2025 15:00;4.037,00;1.642,00;5.841,50;26.216,00;1.394,00;129,00;-;7.125,50;1.727,25;6.399,50;408,75;1.680,25
05.01.2025 15:00;05.01.2025 16:00;4.075,75;1.652,00;5.151,25;28.309,00;576,00;129,25;-;6.356,25;1.718,75;6.321,50;118,50;1.699,00
05.01.2025 16:00;05.01.2025 17:00;4.208,25;1.602,00;5.575,00;30.474,50;69,25;130,00;-;6.187,50;1.758,00;6.308,50;258,50;1.745,50
05.01.2025 17:00;05.01.2025 18:00;4.320,50;1.645,75;6.155,50;31.381,75;14,25;130,75;-;5.691,50;1.757,50;6.615,00;515,50;1.750,75
05.01.2025 18:00;05.01.2025 19:00;4.313,25;1.612,50;6.088,50;31.585,50;11,50;130,00;-;5.497,50;1.678,25;6.510,00;876,50;1.737,50
05.01.2025 19:00;05.01.2025 20:00;4.233,00;1.618,00;6.376,50;30.922,25;8,50;131,25;-;5.243,75;1.353,75;5.838,00;317,25;1.730,50
05.01.2025 20:00;05.01.2025 21:00;4.104,50;1.626,50;5.949,25;30.412,50;7,25;131,50;-;4.550,50;1.351,75;5.384,00;210,00;1.716,25
05.01.2025 21:00;05.01.2025 22:00;4.013,25;1.665,25;5.460,25;29.982,75;5,75;130,75;-;4.309,50;1.350,75;5.548,75;663,00;1.708,00
05.01.2025 22:00;05.01.2025 23:00;3.919,00;1.594,25;5.575,75;28.090,25;5,75;131,00;-;4.526,25;1.332,75;5.691,50;504,25;1.721,25
05.01.2025 23:00;06.01.2025 00:00;3.831,00;1.583,25;5.400,75;28.063,75;6,25;130,00;-;4.433,50;1.340,50;4.912,50;312,00;1.674,75
06.01.2025 00:00;06.01.2025 01:00;3.740,00;1.615,75;6.408,00;28.205,75;5,75;130,50;-;3.598,50;1.238,00;3.730,50;144,00;1.684,75
06.01.2025 01:00;06.01.2025 02:00;3.720,25;1.623,50;6.574,25;28.649,50;5,75;129,75;-;3.441,25;1.493,00;3.710,75;326,75;1.637,25
06.01.2025 02:00;06.01.2025 03:00;3.683,00;1.588,25;6.318,50;30.252,50;5,25;129,75;-;3.376,50;1.681,25;3.851,25;166,00;1.631,25
06.01.2025 03:00;06.01.2025 04:00;3.636,00;1.595,50;6.545,50;31.866,00;7,50;130,00;-;3.303,25;1.754,50;3.846,50;3,50;1.671,50
06.01.2025 04:00;06.01.2025 05:00;3.597,75;1.605,50;6.611,25;33.167,00;8,00;129,25;-;3.270,00;1.761,75;3.838,25;28,50;1.708,50
06.01.2025 05:00;06.01.2025 06:00;3.578,75;1.645,75;6.583,50;34.757,75;8,00;129,50;-;3.216,75;1.655,50;3.919,75;32,75;1.681,75
06.01.2025 06:00;06.01.2025 07:00;3.667,00;1.664,50;5.973,00;36.854,75;9,50;127,75;-;3.294,00;1.450,50;4.206,00;73,00;1.687,25
06.01.2025 07:00;06.01.2025 08:00;3.824,75;1.625,25;5.459,75;38.704,25;11,50;127,25;-;3.451,50;1.545,75;4.684,75;168,50;1.704,75
06.01.2025 08:00;06.01.2025 09:00;3.926,50;1.749,00;4.725,00;39.577,50;330,50;126,00;-;3.486,00;1.556,00;5.425,00;2.423,00;1.665,25
06.01.2025 09:00;06.01.2025 10:00;3.990,75;1.741,00;4.914,25;40.051,75;2.377,25;128,75;-;3.497,50;1.762,50;5.483,50;2.426,75;1.659,75
06.01.2025 10:00;06.01.2025 11:00;3.908,25;1.658,75;5.657,00;40.467,50;4.945,00;129,50;-;3.350,50;1.660,75;5.033,00;992,00;1.638,25
06.01.2025 11:00;06.01.2025 12:00;3.804,75;1.669,00;6.488,00;40.685,50;6.915,50;127,25;-;3.145,75;1.622,00;4.682,50;184,00;1.630,50
06.01.2025 12:00;06.01.2025 13:00;3.691,25;1.659,25;6.411,75;40.883,75;8.461,50;128,75;-;3.129,00;1.586,00;4.489,25;111,50;1.631,75
06.01.2025 13:00;06.01.2025 14:00;3.683,00;1.683,50;6.290,00;40.889,50;8.434,25;130,50;-;3.121,75;1.539,00;4.378,00;155,25;1.650,75
06.01.2025 14:00;06.01.2025 15:00;3.703,00;1.678,50;5.895,25;41.072,25;6.051,75;131,25;-;3.089,00;1.703,00;4.573,00;93,50;1.687,00
06.01.2025 15:00;06.01.2025 16:00;3.817,75;1.664,75;5.676,00;41.234,50;2.460,50;129,25;-;3.093,00;2.071,50;4.576,00;658,50;1.682,00
06.01.2025 16:00;06.01.2025 17:00;4.018,50;1.677,00;4.650,00;43.472,75;173,00;130,25;-;3.265,50;2.180,50;4.677,75;916,25;1.709,75
06.01.2025 17:00;06.01.2025 18:00;4.191,75;1.674,50;2.673,25;45.252,00;18,75;130,75;-;3.626,75;2.376,25;5.196,75;2.041,25;1.698,50
06.01.2025 18:00;06.01.2025 19:00;4.232,75;1.737,25;826,00;44.978,75;14,75;130,25;-;4.142,75;2.798,75;5.800,00;3.358,25;1.694,50
06.01.2025 19:00;06.01.2025 20:00;4.177,25;1.707,00;815,75;45.334,25;11,75;129,75;-;4.392,25;2.799,00;6.144,00;2.158,50;1.700,75
06.01.2025 20:00;06.01.2025 21:00;4.035,00;1.670,25;642,75;44.924,25;11,00;128,00;-;4.701,50;2.807,75;6.114,75;382,75;1.692,25
06.01.2025 21:00;06.01.2025 22:00;3.923,00;1.664,25;442,25;44.148,75;11,00;126,75;-;4.662,75;2.877,25;5.806,25;377,50;1.700,75
06.01.2025 22:00;06.01.2025 23:00;3.831,75;1.636,50;1.410,00;40.646,00;9,00;132,50;-;4.358,75;2.573,50;5.705,50;114,25;1.696,50
06.01.2025 23:00;07.01.2025 00:00;3.758,25;1.614,75;2.009,50;39.541,00;8,50;132,25;-;4.065,50;2.536,50;5.394,50;61,50;1.633,50
07.01.2025 00:00;07.01.2025 01:00;3.715,50;1.647,50;2.934,75;39.008,25;9,50;132,50;-;3.798,75;2.208,00;4.435,75;42,50;1.616,75
07.01.2025 01:00;07.01.2025 02:00;3.675,25;1.631,00;3.427,25;38.086,50;9,00;131,75;-;3.747,25;1.953,25;4.041,50;40,50;1.550,00
07.01.2025 02:00;07.01.2025 03:00;3.668,75;1.626,00;3.458,75;38.062,75;9,00;132,00;-;3.850,00;1.949,50;3.906,50;33,00;1.577,50
07.01.2025 03:00;07.01.2025 04:00;3.679,75;1.642,50;3.487,75;37.994,75;8,25;131,50;-;3.853,50;1.939,00;3.969,50;23,75;1.581,00
07.01.2025 04:00;07.01.2025 05:00;3.694,75;1.626,75;3.592,00;37.663,50;8,00;132,00;-;3.856,25;1.949,00;4.038,25;125,00;1.590,25
07.01.2025 05:00;07.01.2025 06:00;3.729,50;1.622,50;3.226,50;37.455,25;8,25;130,25;-;3.966,75;2.271,00;4.744,00;448,75;1.617,75
07.01.2025 06:00;07.01.2025 07:00;3.867,25;1.737,25;2.558,75;39.360,50;10,75;131,25;-;4.305,50;2.643,50;6.034,00;680,75;1.613,75
07.01.2025 07:00;07.01.2025 08:00;4.108,50;1.828,50;3.113,25;38.608,00;19,25;129,25;-;5.468,00;2.915,50;7.807,25;1.333,50;1.592,00
07.01.2025 08:00;07.01.2025 09:00;4.306,25;1.914,75;4.082,75;37.744,25;409,50;128,75;-;6.184,00;3.088,75;8.011,25;3.437,00;1.591,50
07.01.2025 09:00;07.01.2025 10:00;4.359,00;1.827,75;4.332,50;35.772,50;3.082,75;126,50;-;6.266,00;3.263,50;8.206,50;3.315,25;1.550,25
07.01.2025 10:00;07.01.2025 11:00;4.250,75;1.708,75;3.874,50;35.109,50;6.777,75;124,75;-;6.137,75;3.150,25;7.908,75;617,50;1.528,75
07.01.2025 11:00;07.01.2025 12:00;4.106,25;1.715,00;3.710,00;35.711,50;9.273,00;126,25;-;5.657,75;3.073,00;7.559,00;56,75;1.513,50
07.01.2025 12:00;07.01.2025 13:00;4.023,75;1.715,50;3.946,25;35.635,75;10.066,25;126,25;-;5.504,00;3.106,50;7.302,00;53,25;1.487,50
